keyword,keyword_num_documents
mcdonald,7450
emissions,7440
fired,7433
jon,7421
wanda,7420
launch,7419
christine,7414
bids,7411
anna,7405
prefer,7400
reliability,7391
baxter,7385
888,7382
whatever,7380
rshapiro,7376
portion,7367
mailing,7367
coverage,7363
quoted,7358
limits,7355
nyiso,7353
mseb,7352
vegas,7349
setting,7349
combined,7345
protection,7344
2ecom,7341
adam,7340
dth,7332
chase,7329
reduction,7328
perlingiere,7318
browser,7314
taxes,7306
walk,7306
forecast,7303
priority,7302
placed,7291
volatility,7290
task,7288
bandwidth,7282
ten,7280
energy1,7269
noon,7269
managed,7258
valid,7255
brant,7251
grace,7245
forum,7244
regular,7243
raymond,7241
announce,7239
brobeck,7239
clearly,7239
sf40,7238
heat,7232
fair,7232
20a,7228
specifically,7220
timothy,7218
hendry,7216
worldnet,7216
marshall,7216
variance,7213
informed,7210
requirement,7197
derrick,7183
danny,7182
resource,7173
personnel,7148
clayton,7141
sports,7141
lack,7138
dietrich,7137
touch,7130
stand,7127
sunde,7123
hopefully,7116
relief,7102
provision,7095
whose,7090
lawrence,7084
shopping,7082
accepted,7067
ots,7066
sever,7066
extra,7065
clients,7060
albert,7056
sherriff,7055
ellis,7051
dial,7051
negative,7041
button,7037
tina,7035
estimated,7032
tools,7020
hardy,7019
acceptance,7009
nasdaq,7004
stake,7003
monica,6999
certainly,6997
perez,6997
indicate,6993
obtain,6991
figure,6989
wharton,6985
managers,6982
delta,6976
land,6965
americas,6951
schneider,6943
quotes,6942
election,6938
erik,6933
republican,6930
preliminary,6922
tried,6918
membership,6908
hedge,6906
safety,6905
ofthe,6902
wade,6901
collateral,6901
ratings,6897
residential,6891
registered,6891
poor,6890
fare,6881
gone,6881
interesting,6878
backout,6869
port,6865
bloomberg,6863
wire,6861
mitchell,6861
agencies,6860
litigation,6858
gives,6852
generally,6839
janine,6838
putting,6834
appeals,6815
mellencamp,6814
pleased,6814
sylvia,6809
etringer,6808
confidence,6804
copying,6803
swaps,6800
whom,6798
consistent,6796
mclaughlin,6789
lopez,6789
jackie,6788
nsfattached,6787
nyse,6787
allows,6786
shari,6780
buchanan,6777
velaw,6777
implementation,6776
reves,6768
responses,6760
abb,6758
clint,6748
warren,6748
background,6746
interconnection,6746
regulated,6741
laurie,6737
conduct,6736
revenues,6731
leader,6717
parquet,6714
mday,6711
hillis,6703
alexander,6702
proposals,6690
showing,6688
75pt,6684
lorraine,6683
2nd,6682
tweed,6677
lawyers,6676
established,6669
billing,6668
revisions,6656
block,6653
rolling,6650
commodities,6648
food,6645
legally,6645
estimates,6639
basic,6637
gossett,6635
lou,6634
maintain,6634
shop,6632
regulation,6631
wasn,6628
locations,6622
amounts,6621
fourth,6617
attempt,6617
kam,6614
1996,6606
determined,6604
todaysheadlines,6595
perspective,6595
kerry,6592
pep,6591
workers,6585
external,6584
joan,6583
thome,6581
measure,6574
mirant,6568
efficient,6559
extension,6558
newswires,6558
protect,6556
removed,6553
count,6547
platform,6546
compared,6543
forced,6540
amazon,6540
colleen,6538
function,6535
zipper,6533
types,6532
seven,6518
transwestern,6514
permit,6513
mona,6512
gore,6509
failure,6509
ball,6509
advised,6506
shareholders,6503
20subject,6498
represent,6497
processing,6492
quantity,6490
wouldn,6484
nick,6483
resolve,6482
cities,6480
derek,6478
theriot,6476
beyond,6476
lindberg,6474
women,6470
nsfplease,6466
identified,6465
asia,6464
export,6462
articles,6454
orange,6450
fran,6449
randall,6448
joined,6448
rise,6445
dickson,6444
steel,6441
subsidiary,6440
council,6436
hyvl,6433
fleming,6430
human,6429
trial,6425
jmbm,6425
expand,6414
excess,6408
features,6408
owners,6407
gain,6398
materials,6397
focused,6390
expects,6386
chair,6386
christmas,6383
missed,6382
inside,6370
professional,6369
mime,6368
none,6367
serious,6362
signature,6360
crawler,6359
assuming,6358
maximum,6357
tholt,6357
monitor,6356
hare,6354
fgt,6353
answers,6349
colspan,6349
obligation,6347
pace,6345
schoppe,6342
looked,6340
recommend,6333
career,6333
simple,6331
cst,6328
occur,6327
shown,6322
eslawfirm,6321
administrative,6317
audit,6313
insufficient,6313
schroeder,6308
encourage,6306
ina,6306
extend,6303
tammie,6301
reminder,6298
jenny,6297
entergy,6296
shipping,6292
lenders,6284
dispute,6279
dutch,6279
merris,6276
gross,6275
democrats,6268
amanda,6268
sshackle,6268
domestic,6267
aronowitz,6261
skills,6253
scientech,6251
synchronizing,6241
sections,6241
star,6233
spending,6231
operate,6228
clynes,6226
practices,6226
alt,6224
sound,6216
bar,6213
notification,6213
possibility,6198
invited,6195
negotiated,6184
errol,6181
maharashtra,6180
townsend,6178
kristin,6178
fischer,6175
genia,6171
bear,6171
glad,6171
egm,6170
perfect,6169
thu,6168
marketers,6168
affect,6166
lawmakers,6161
janette,6151
powell,6146
replace,6146
sbeck,6144
warner,6142
mack,6141
vernon,6139
declined,6136
benevides,6135
johnston,6135
dwt,6132
aelaw,6127
virginia,6126
kslaw,6122
comprehensive,6117
supreme,6117
themselves,6116
gloria,6106
kids,6105
greenberg,6103
acceptable,6100
sweet,6099
playing,6096
regard,6096
covered,6096
patricia,6093
wagner,6092
geoff,6092
tijerina,6092
providers,6077
aug,6076
apparently,6074
extent,6074
3rd,6071
creditors,6070
muller,6068
referenced,6065
eescc,6063
allocation,6061
salisbury,6060
janice,6060
certificate,6059
consideration,6057
ones,6054
sfo,6051
recruiting,6049
economics,6047
willis,6046
screen,6041
adding,6040
liability,6039
presentations,6038
deliveries,6033
handling,6032
las,6025
fraser,6024
industries,6020
luce,6015
retain,6012
glover,6011
goals,6010
turned,6001
dianne,6000
mobile,6000
experts,5991
import,5989
increasing,5981
estate,5980
philippe,5975
believes,5972
college,5971
quote,5968
invite,5968
andrews,5961
complex,5954
blachman,5949
keeping,5945
embedded,5942
obviously,5940
aren,5937
unify,5937
contacts,5937
lists,5936
coordinate,5935
useful,5935
frazier,5933
petrochko,5932
hong,5925
hesitate,5920
shut,5916
couldn,5915
unfortunately,5902
filings,5901
worldwide,5900
audrey,5900
committed,5898
cgerman,5897
holden,5895
countries,5894
griffith,5894
chart,5892
20california,5886
eei,5885
bonus,5878
proceeding,5877
crenshaw,5876
mccullough,5876
candidates,5873
stanford,5871
refund,5863
extremely,5859
speaking,5859
seek,5859
alto,5855
leff,5854
20but,5844
woods,5842
windows,5834
thousands,5834
currency,5833
govenar,5831
appreciated,5831
portz,5825
midwest,5819
gold,5818
expenses,5803
enpower,5802
refunds,5802
lose,5800
island,5799
invitation,5798
flash,5793
cline,5791
highest,5789
mailer,5782
mitch,5782
upcoming,5774
2003,5773
storey,5770
pull,5769
1997,5768
policies,5765
multiple,5765
carl,5765
tycholiz,5764
reserves,5761
buys,5759
darrell,5752
trouble,5751
timing,5751
vladimir,5750
upgrade,5748
dalton,5745
representatives,5737
sessions,5734
push,5734
retirement,5733
valuation,5729
men,5722
compaq,5719
philip,5714
nature,5713
sam,5712
hereto,5707
establish,5705
majority,5703
nerc,5702
enw,5701
brazil,5696
economist,5696
sherri,5695
mails,5694
invoices,5692
accurate,5692
arrangements,5679
gulf,5677
advertising,5669
gorny,5668
testimony,5667
columbiaenergygroup,5666
stinson,5664
golf,5658
assigned,5658
schott,5657
briggs,5655
coach,5654
highly,5650
anita,5650
est,5648
quigley,5647
hydro,5638
moody,5629
changing,5626
ordered,5626
match,5622
rental,5620
alliance,5616
convenience,5616
values,5613
merrill,5612
valderrama,5604
measures,5603
hewitt,5602
digital,5601
shell,5599
disk,5597
moment,5586
stepenovitch,5583
hands,5579
described,5578
koenig,5577
caused,5574
curves,5573
decline,5572
reservations,5571
exactly,5571
attending,5571
england,5566
mtaylor,5554
perry,5553
telecom,5548
rep,5541
facts,5536
fire,5530
4th,5525
notional,5524
determination,5522
age,5517
door,5516
grow,5514
booth,5513
affected,5507
sort,5505
shortly,5503
presented,5499
reviewing,5494
proprietary,5493
expedia,5491
responsibilities,5488
porter,5485
speaker,5483
liquidity,5483
jefferson,5482
principal,5481
returned,5480
defined,5472
participant,5468
investing,5467
villarreal,5467
ellen,5464
possibly,5457
tori,5454
tammy,5452
goodell,5445
petroleum,5445
epsa,5442
self,5441
smutny,5439
execute,5439
alvarez,5438
became,5436
usually,5436
laws,5436
parking,5435
ongoing,5434
503,5432
enforceable,5431
cisneros,5428
jesse,5428
solely,5424
coleman,5422
wes,5417
yang,5415
dell,5414
addresses,5409
eight,5405
posting,5404
officers,5401
generate,5400
alone,5398
miguel,5395
stoness,5390
hawkins,5388
stan,5386
backed,5386
olson,5384
output,5379
prevent,5379
cancel,5373
disclose,5372
justice,5371
renewable,5370
jae,5368
choate,5367
000000,5365
explain,5364
reading,5364
elliott,5362
premium,5361
jenkins,5355
lamadrid,5355
happens,5354
driscoll,5354
creating,5354
davies,5353
bennett,5352
refer,5351
republicans,5346
award,5345
completely,5345
approvals,5343
login,5343
seat,5340
passing,5339
manner,5335
fit,5335
easier,5335
nsfstart,5334
employment,5332
split,5327
ruth,5327
txu,5325
exclusive,5323
schwab,5321
usd,5317
gustafson,5314
916,5313
mpalmer,5310
holdings,5308
aec,5308
hereby,5307
whitecase,5307
tribolet,5306
gtc,5306
terminal,5305
labor,5305
challenge,5305
smara,5301
cdean2,5300
relating,5298
oscar,5297
addressee,5294
views,5291
elbertson,5290
westbrook,5282
significantly,5277
hurt,5276
hotels,5276
hooser,5276
aes,5269
regulations,5267
brawner,5261
verify,5261
valdes,5260
del,5257
nicole,5256
seminar,5255
schoolcraft,5255
fix,5254
vance,5253
exempt,5251
appointment,5251
happened,5251
respective,5249
gupta,5243
fisher,5240
enron_developmentcc,5239
downtown,5237
passes,5226
kayne,5225
marked,5224
hilton,5222
education,5219
baumbach,5217
giant,5215
tight,5213
developments,5212
binding,5211
recovery,5209
minister,5209
causey,5209
roy,5208
hello,5203
pma,5200
fallon,5198
applied,5197
fed,5196
charlie,5195
art,5194
redmond,5193
supposed,5191
iep,5191
twc,5189
erin,5188
professor,5188
cold,5188
20this,5186
dodgen,5185
tel,5181
parker,5180
newpower,5180
factors,5179
candidate,5174
sdge,5174
roundtrip,5171
20by,5169
apr,5164
factor,5163
war,5157
holst,5156
_____________________________________________o,5152
produced,5151
tool,5149
mcgowan,5146
arbitration,5144
helping,5142
column,5142
oxley,5142
espinoza,5140
tue,5139
sherry,5139
topic,5137
tough,5136
dawn,5134
harold,5131
lake,5129
feature,5129
institute,5125
japanese,5124
method,5122
bus,5121
ffffff,5112
fairley,5110
gnemec,5107
camp,5105
scope,5103
vickers,5103
topics,5099
kept,5094
efficiency,5093
counter,5091
marketplace,5090
wong,5090
energycentral,5089
glen,5085
participating,5080
enterprise,5078
procedure,5072
cards,5070
expiration,5068
license,5068
models,5066
bryce,5064
implement,5062
linnell,5059
clinton,5058
holidays,5057
grade,5054
kinser,5052
played,5050
motion,5050
extended,5049
mba,5049
allowing,5045
77002,5045
coulter,5045
motley,5039
uses,5036
dorland,5035
helped,5035
owns,5031
switch,5031
cycle,5030
hull,5028
host,5028
lawsuit,5027
sells,5026
propose,5024
assessment,5022
sgovenar,5016
bakernet,5016
democratic,5013
catherine,5013
represents,5010
scholtes,5008
jun,5003
ground,5002
hasn,5002
cuts,5001
marilyn,5001
stephens,4999
3dhou,4998
bentley,4997
formal,4994
cliff,4990
cara,4989
hoffman,4988
supporting,4987
3dect,4985
hourly,4983
burton,4983
arizona,4982
music,4979
edition,4977
purchasing,4975
organizations,4974
pursuant,4970
temporary,4967
lindy,4961
helps,4960
mims,4959
lucy,4959
suit,4957
schultz,4956
arthur,4953
palm,4953
piece,4953
swerzbin,4952
sutton,4943
knight,4942
dad,4941
wendy,4938
learned,4936
harrison,4930
ruling,4930
australia,4930
bureau,4929
catch,4923
sometime,4921
pira,4917
tara,4916
contents,4916
bernice,4910
ino,4907
zero,4906
transco,4906
hoping,4903
saibi,4902
lindsay,4900
77002713,4900
petition,4897
calpx,4895
favor,4889
melinda,4885
okay,4882
gahn,4881
owed,4880
migden,4879
football222,4875
donoho,4873
padron,4871
senator,4869
davidson,4867
oregon,4862
jess,4862
comfortable,4859
keavey,4857
confirms,4855
mailbox,4855
recommended,4854
20with,4854
usage,4854
definitely,4853
columbiagas,4850
heads,4849
invest,4848
larger,4848
specified,4848
kaplan,4842
jurisdiction,4841
generated,4832
requesting,4829
followed,4825
credits,4824
timely,4821
compensation,4820
expectations,4820
clicking,4819
thanksgiving,4815
wang,4814
amendments,4810
usual,4809
piper,4809
functions,4808
calgary,4807
